Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
10,-,-,28.0,-,-,1.0,2.5,-,2.0,-,-,-
11,-,-,3.0,15.5,-,6.0,1.5,-,-,3.5,1.0,-
12,-,-,-,17.0,0.4,15.5,55.0,-,T,117.5,0.6,9.5
13,7.5,-,8.5,6.0,9.0,44.0,-,-,15.5,80.5,24.5,0.4
14,11.0,-,9.5,T,-,62.5,-,-,4.5,87.5,3.0,-
15,0.5,-,-,-,52.0,45.5,-,-,-,30.0,-,-
16,1.0,-,21.5,0.3,42.5,35.5,-,3.0,-,-,-,1.5
17,-,-,2.5,-,5.0,62.5,-,2.0,-,2.5,-,T
18,-,-,T,-,-,18.5,-,-,-,6.0,3.0,1.5
19,T,-,4.0,4.3,4.5,1.5,-,-,-,10.5,23.0,10.5
20,2.5,0.5,-,1.4,1.5,-,-,-,-,8.0,13.5,-
21,-,-,-,33.0,-,T,-,1.0,-,2.5,9.0,-
22,-,18.0,2.0,10.0,-,-,-,T,-,-,2.0,-
23,-,1.5,5.5,T,-,-,-,0.5,-,-,3.0,-
24,-,42.0,-,1.2,16.5,-,6.5,0.6,-,-,0.2,-
25,T,39.5,37.0,T,2.0,-,-,-,-,-,23.5,-
26,-,19.5,16.0,2.0,-,-,12.5,-,-,-,2.5,-
27,T,-,-,21.0,9.5,T,6.5,53.5,-,-,0.5,-
28,T,1.0,-,-,-,T,1.0,-,-,-,-,0.3
29,-,,-,-,-,30.5,33.5,-,T,T,-,5.0
30,-,,-,-,5.5,28.5,0.5,-,-,T,-,1.6
31,-,,30.5,,1.5,,7.0,1.5,,-,,1.3
總和值,25.0,124.4,205.0,125.7,152.9,673.0,212.6,124.6,51.2,364.1,124.5,71.1
1,-,5.0,-,-,-,0.6,-,-,0.2,-,5.0,-
2,-,10.0,-,-,-,-,-,-,-,-,14.0,-
3,-,32.5,-,-,1.0,-,-,1.0,-,T,-,-
4,0.5,32.0,-,-,-,-,-,9.0,-,7.5,T,-
5,1.5,20.0,0.5,-,-,12.5,-,-,3.5,0.5,4.5,-
6,23.0,-,-,T,-,9.0,-,4.5,4.5,T,-,-
